lost_pet_type,lost_breed,lost_color,lost_location,lost_date,found_pet_type,found_breed,found_color,found_location,found_date,match,lost_pet_type_encoded,lost_breed_encoded,lost_color_encoded,lost_location_encoded,found_pet_type_encoded,found_breed_encoded,found_color_encoded,found_location_encoded,date_diff
Dog,German Shepherd,Striped,Staten Island,2025-12-04,Dog,Golden Retriever,Orange,Riverside Park,2025-12-08,0,2,10,7,6,2,11,5,5,4
Bird,Lovebird,Spotted,Staten Island,2025-12-17,Bird,Lovebird,Spotted,Bronx Zoo,2025-12-21,1,0,13,6,6,0,13,6,0,4
Bird,Lovebird,Brown,Times Square,2025-12-29,Bird,Lovebird,Brown,Times Square,2026-01-08,1,0,13,1,7,0,13,1,7,10
Cat,Ragdoll,Black,Bronx Zoo,2025-12-25,Cat,Ragdoll,Black,Bronx Zoo,2025-12-28,1,1,19,0,0,1,19,0,0,3
Cat,Persian,Golden,Manhattan,2025-12-14,Bird,Parrot,Orange,Manhattan,2025-12-16,0,1,17,2,3,0,16,5,3,2
Bird,Macaw,Mixed,Times Square,2025-12-25,Dog,Beagle,Black,Bronx Zoo,2025-12-30,0,0,14,4,7,2,1,0,0,5
Bird,Finch,Orange,Riverside Park,2025-12-29,Bird,Macaw,Golden,Bronx Zoo,2026-01-04,0,0,9,5,5,0,14,2,0,6
Bird,Budgie,Golden,Riverside Park,2025-12-12,Cat,Bengal,Brown,Manhattan,2025-12-14,0,0,4,2,5,1,2,1,3,2
Dog,Beagle,Black,Queens Plaza,2025-12-09,Bird,Canary,Mixed,Brooklyn Bridge,2025-12-13,0,2,1,0,4,0,6,4,1,4
Bird,Finch,Black,Queens Plaza,2025-12-11,Bird,Macaw,Black,Staten Island,2025-12-15,1,0,9,0,4,0,14,0,6,4
Cat,Ragdoll,Gray,Queens Plaza,2025-12-16,Cat,Bengal,Golden,Brooklyn Bridge,2025-12-22,0,1,19,3,4,1,2,2,1,6
Bird,Budgie,Brown,Staten Island,2025-12-06,Bird,Lovebird,Spotted,Times Square,2025-12-10,0,0,4,1,6,0,13,6,7,4
Cat,Ragdoll,Spotted,Central Park,2025-12-03,Cat,British Shorthair,Brown,Riverside Park,2025-12-08,0,1,19,6,2,1,3,1,5,5
Bird,Macaw,Orange,Manhattan,2025-12-17,Bird,Macaw,Orange,Brooklyn Bridge,2025-12-19,1,0,14,5,3,0,14,5,1,2
Bird,Cockatiel,Brown,Central Park,2025-12-28,Cat,British Shorthair,Orange,Central Park,2026-01-07,0,0,7,1,2,1,3,5,2,10
Bird,Conure,Spotted,Bronx Zoo,2025-12-02,Bird,Finch,Spotted,Brooklyn Bridge,2025-12-09,1,0,8,6,0,0,9,6,1,7
Dog,Beagle,Striped,Central Park,2025-12-28,Bird,Cockatiel,Golden,Central Park,2026-01-06,0,2,1,7,2,0,7,2,2,9
Cat,Abyssinian,Mixed,Staten Island,2025-12-07,Dog,Rottweiler,White,Central Park,2025-12-16,0,1,0,4,6,2,20,8,2,9
Bird,Conure,Gray,Queens Plaza,2025-12-13,Bird,Parrot,Gray,Central Park,2025-12-22,0,0,8,3,4,0,16,3,2,9
Bird,Macaw,Black,Bronx Zoo,2025-12-04,Dog,Rottweiler,Black,Staten Island,2025-12-04,0,0,14,0,0,2,20,0,6,0
Dog,German Shepherd,Gray,Brooklyn Bridge,2025-12-22,Bird,Canary,Gray,Bronx Zoo,2025-12-25,0,2,10,3,1,0,6,3,0,3
Cat,Bengal,Orange,Staten Island,2025-12-23,Bird,Budgie,White,Times Square,2025-12-24,0,1,2,5,6,0,4,8,7,1
Cat,Bengal,Black,Central Park,2025-12-31,Dog,German Shepherd,Golden,Staten Island,2026-01-08,0,1,2,0,2,2,10,2,6,8
Dog,Golden Retriever,Mixed,Staten Island,2025-12-19,Bird,Macaw,Brown,Central Park,2025-12-19,0,2,11,4,6,0,14,1,2,0
Cat,Siamese,Orange,Times Square,2025-12-21,Cat,Maine Coon,Brown,Queens Plaza,2025-12-22,0,1,22,5,7,1,15,1,4,1
Bird,Macaw,Spotted,Bronx Zoo,2025-12-25,Dog,Golden Retriever,White,Riverside Park,2025-12-29,0,0,14,6,0,2,11,8,5,4
Bird,Finch,Orange,Riverside Park,2025-12-24,Cat,Bengal,Golden,Riverside Park,2026-01-02,0,0,9,5,5,1,2,2,5,9
Dog,Labrador,Orange,Brooklyn Bridge,2025-12-22,Dog,Labrador,Orange,Brooklyn Bridge,2025-12-27,1,2,12,5,1,2,12,5,1,5
Cat,Ragdoll,Gray,Riverside Park,2025-12-23,Cat,Bengal,Gray,Times Square,2025-12-29,0,1,19,3,5,1,2,3,7,6
Dog,Bulldog,Golden,Times Square,2025-12-09,Cat,Siamese,Orange,Staten Island,2025-12-12,0,2,5,2,7,1,22,5,6,3
Dog,Yorkshire Terrier,Golden,Manhattan,2025-12-04,Bird,Macaw,Black,Riverside Park,2025-12-11,0,2,23,2,3,0,14,0,5,7
Cat,Bengal,Brown,Riverside Park,2025-12-06,Dog,German Shepherd,Black,Staten Island,2025-12-14,0,1,2,1,5,2,10,0,6,8
Bird,Parrot,Orange,Riverside Park,2025-12-07,Bird,Conure,Orange,Riverside Park,2025-12-10,0,0,16,5,5,0,8,5,5,3
Dog,Golden Retriever,White,Manhattan,2025-12-22,Dog,Golden Retriever,White,Manhattan,2025-12-29,1,2,11,8,3,2,11,8,3,7
Bird,Parrot,Black,Bronx Zoo,2025-12-10,Cat,Persian,White,Queens Plaza,2025-12-16,0,0,16,0,0,1,17,8,4,6
Bird,Finch,Striped,Bronx Zoo,2025-12-28,Bird,Finch,Spotted,Riverside Park,2026-01-01,1,0,9,7,0,0,9,6,5,4
Bird,Lovebird,Gray,Bronx Zoo,2025-12-11,Bird,Lovebird,Gray,Bronx Zoo,2025-12-21,1,0,13,3,0,0,13,3,0,10
Bird,Budgie,White,Bronx Zoo,2025-12-06,Bird,Budgie,White,Bronx Zoo,2025-12-10,1,0,4,8,0,0,4,8,0,4
Bird,Budgie,Golden,Riverside Park,2025-12-25,Cat,Siamese,White,Central Park,2025-12-31,0,0,4,2,5,1,22,8,2,6
Bird,Canary,White,Manhattan,2025-12-22,Bird,Canary,Spotted,Bronx Zoo,2025-12-23,0,0,6,8,3,0,6,6,0,1
Cat,Siamese,Spotted,Riverside Park,2025-12-24,Bird,Cockatiel,Golden,Riverside Park,2026-01-01,0,1,22,6,5,0,7,2,5,8
Cat,Russian Blue,Mixed,Manhattan,2025-12-09,Cat,Ragdoll,White,Manhattan,2025-12-09,0,1,21,4,3,1,19,8,3,0
Dog,German Shepherd,Brown,Riverside Park,2025-12-09,Dog,Poodle,Brown,Times Square,2025-12-14,0,2,10,1,5,2,18,1,7,5
Bird,Lovebird,Striped,Central Park,2025-12-16,Bird,Lovebird,Striped,Brooklyn Bridge,2025-12-18,1,0,13,7,2,0,13,7,1,2
Dog,Beagle,White,Times Square,2025-12-18,Cat,Siamese,White,Staten Island,2025-12-23,0,2,1,8,7,1,22,8,6,5
Bird,Canary,Gray,Staten Island,2025-12-22,Dog,Rottweiler,Golden,Riverside Park,2026-01-01,0,0,6,3,6,2,20,2,5,10
Cat,Siamese,Mixed,Riverside Park,2025-12-21,Cat,Maine Coon,Orange,Brooklyn Bridge,2025-12-25,0,1,22,4,5,1,15,5,1,4
Cat,Abyssinian,White,Queens Plaza,2025-12-09,Dog,Beagle,Spotted,Riverside Park,2025-12-18,0,1,0,8,4,2,1,6,5,9
Bird,Finch,Striped,Staten Island,2025-12-07,Cat,British Shorthair,Golden,Bronx Zoo,2025-12-07,0,0,9,7,6,1,3,2,0,0
Bird,Canary,Gray,Manhattan,2025-12-06,Bird,Canary,Gray,Staten Island,2025-12-16,1,0,6,3,3,0,6,3,6,10
Dog,Poodle,Golden,Central Park,2025-12-20,Dog,Poodle,Gray,Brooklyn Bridge,2025-12-21,0,2,18,2,2,2,18,3,1,1
Bird,Lovebird,White,Times Square,2025-12-26,Cat,Persian,White,Bronx Zoo,2025-12-30,0,0,13,8,7,1,17,8,0,4
Cat,Bengal,Orange,Queens Plaza,2025-12-14,Bird,Lovebird,Brown,Times Square,2025-12-22,0,1,2,5,4,0,13,1,7,8
Dog,Bulldog,Black,Manhattan,2025-12-09,Cat,Bengal,Black,Times Square,2025-12-10,0,2,5,0,3,1,2,0,7,1
Cat,Persian,Orange,Manhattan,2025-12-19,Dog,Bulldog,Mixed,Times Square,2025-12-22,0,1,17,5,3,2,5,4,7,3
Cat,Bengal,Orange,Staten Island,2025-12-19,Cat,British Shorthair,Orange,Staten Island,2025-12-24,1,1,2,5,6,1,3,5,6,5
Dog,Labrador,Spotted,Brooklyn Bridge,2025-12-29,Dog,Poodle,White,Bronx Zoo,2025-12-31,0,2,12,6,1,2,18,8,0,2
Cat,Maine Coon,Golden,Central Park,2025-12-23,Cat,Persian,Golden,Central Park,2025-12-29,1,1,15,2,2,1,17,2,2,6
Cat,Bengal,Golden,Times Square,2025-12-10,Cat,Bengal,Golden,Times Square,2025-12-10,1,1,2,2,7,1,2,2,7,0
Bird,Finch,Black,Riverside Park,2025-12-03,Bird,Parrot,Orange,Bronx Zoo,2025-12-09,0,0,9,0,5,0,16,5,0,6
Bird,Lovebird,Brown,Manhattan,2025-12-22,Dog,Labrador,Striped,Manhattan,2025-12-31,0,0,13,1,3,2,12,7,3,9
Bird,Budgie,Orange,Manhattan,2025-12-30,Bird,Budgie,Orange,Riverside Park,2025-12-30,1,0,4,5,3,0,4,5,5,0
Dog,Labrador,Gray,Staten Island,2025-12-18,Cat,British Shorthair,Brown,Central Park,2025-12-27,0,2,12,3,6,1,3,1,2,9
Cat,Ragdoll,Golden,Brooklyn Bridge,2025-12-04,Bird,Cockatiel,Black,Brooklyn Bridge,2025-12-07,0,1,19,2,1,0,7,0,1,3
Dog,Bulldog,Brown,Queens Plaza,2025-12-22,Dog,Bulldog,Brown,Queens Plaza,2025-12-22,1,2,5,1,4,2,5,1,4,0
Bird,Canary,Black,Queens Plaza,2025-12-08,Cat,Abyssinian,Mixed,Riverside Park,2025-12-10,0,0,6,0,4,1,0,4,5,2
Bird,Parrot,White,Staten Island,2025-12-05,Bird,Finch,Orange,Queens Plaza,2025-12-09,0,0,16,8,6,0,9,5,4,4
Cat,Russian Blue,Golden,Manhattan,2025-12-19,Bird,Cockatiel,Spotted,Central Park,2025-12-29,0,1,21,2,3,0,7,6,2,10
Bird,Canary,Black,Bronx Zoo,2025-12-06,Bird,Parrot,Mixed,Riverside Park,2025-12-13,0,0,6,0,0,0,16,4,5,7
Cat,Siamese,Spotted,Bronx Zoo,2025-12-22,Cat,Siamese,Spotted,Bronx Zoo,2025-12-22,1,1,22,6,0,1,22,6,0,0
Bird,Macaw,Black,Riverside Park,2025-12-23,Bird,Macaw,Black,Riverside Park,2025-12-27,1,0,14,0,5,0,14,0,5,4
Dog,Beagle,Brown,Central Park,2025-12-06,Cat,Abyssinian,Mixed,Brooklyn Bridge,2025-12-08,0,2,1,1,2,1,0,4,1,2
Bird,Lovebird,Striped,Brooklyn Bridge,2025-12-16,Cat,Bengal,Spotted,Bronx Zoo,2025-12-21,0,0,13,7,1,1,2,6,0,5
Bird,Conure,Striped,Riverside Park,2025-12-03,Dog,Golden Retriever,Striped,Queens Plaza,2025-12-11,0,0,8,7,5,2,11,7,4,8
Cat,Russian Blue,Brown,Staten Island,2025-12-26,Cat,Persian,Striped,Brooklyn Bridge,2025-12-27,0,1,21,1,6,1,17,7,1,1
Dog,Rottweiler,Gray,Central Park,2025-12-07,Dog,Rottweiler,Gray,Central Park,2025-12-14,1,2,20,3,2,2,20,3,2,7
Bird,Canary,Orange,Bronx Zoo,2025-12-23,Dog,Bulldog,Spotted,Brooklyn Bridge,2025-12-29,0,0,6,5,0,2,5,6,1,6
Dog,Yorkshire Terrier,Orange,Times Square,2025-12-06,Dog,Yorkshire Terrier,Orange,Bronx Zoo,2025-12-11,0,2,23,5,7,2,23,5,0,5
Bird,Cockatiel,Mixed,Staten Island,2025-12-26,Dog,Yorkshire Terrier,Brown,Central Park,2026-01-02,0,0,7,4,6,2,23,1,2,7
Dog,Golden Retriever,Black,Bronx Zoo,2025-12-26,Dog,Bulldog,Striped,Staten Island,2025-12-27,0,2,11,0,0,2,5,7,6,1
Bird,Conure,Gray,Queens Plaza,2025-12-28,Bird,Parrot,Striped,Riverside Park,2026-01-01,0,0,8,3,4,0,16,7,5,4
Bird,Lovebird,Brown,Brooklyn Bridge,2025-12-25,Cat,Siamese,Striped,Riverside Park,2026-01-01,0,0,13,1,1,1,22,7,5,7
Cat,Siamese,Mixed,Riverside Park,2025-12-27,Cat,Russian Blue,Mixed,Bronx Zoo,2026-01-06,1,1,22,4,5,1,21,4,0,10
Dog,Beagle,Striped,Riverside Park,2025-12-17,Dog,Beagle,Striped,Riverside Park,2025-12-21,1,2,1,7,5,2,1,7,5,4
Cat,British Shorthair,Brown,Times Square,2025-12-03,Bird,Macaw,Brown,Central Park,2025-12-08,0,1,3,1,7,0,14,1,2,5
Cat,Russian Blue,Mixed,Times Square,2025-12-16,Cat,Bengal,Brown,Times Square,2025-12-25,0,1,21,4,7,1,2,1,7,9
Cat,Persian,Mixed,Central Park,2025-12-07,Cat,Persian,Mixed,Brooklyn Bridge,2025-12-09,1,1,17,4,2,1,17,4,1,2
Cat,Siamese,Orange,Times Square,2025-12-11,Dog,Rottweiler,Orange,Times Square,2025-12-13,0,1,22,5,7,2,20,5,7,2
Dog,Rottweiler,Mixed,Bronx Zoo,2025-12-18,Dog,German Shepherd,Mixed,Bronx Zoo,2025-12-23,1,2,20,4,0,2,10,4,0,5
Dog,German Shepherd,Striped,Times Square,2025-12-20,Cat,Abyssinian,Golden,Queens Plaza,2025-12-20,0,2,10,7,7,1,0,2,4,0
Cat,Persian,Orange,Queens Plaza,2025-12-23,Bird,Finch,Golden,Manhattan,2026-01-01,0,1,17,5,4,0,9,2,3,9
Bird,Budgie,Mixed,Central Park,2025-12-06,Bird,Budgie,Mixed,Central Park,2025-12-11,1,0,4,4,2,0,4,4,2,5
Bird,Finch,Golden,Times Square,2025-12-16,Bird,Finch,Golden,Times Square,2025-12-20,1,0,9,2,7,0,9,2,7,4
Bird,Canary,Brown,Riverside Park,2025-12-14,Bird,Macaw,Gray,Bronx Zoo,2025-12-24,0,0,6,1,5,0,14,3,0,10
Bird,Conure,Orange,Staten Island,2025-12-05,Bird,Conure,Orange,Staten Island,2025-12-13,1,0,8,5,6,0,8,5,6,8
Cat,Abyssinian,Spotted,Central Park,2025-12-28,Bird,Conure,Spotted,Central Park,2026-01-04,0,1,0,6,2,0,8,6,2,7
Dog,Golden Retriever,Gray,Bronx Zoo,2025-12-11,Dog,Beagle,Gray,Bronx Zoo,2025-12-11,1,2,11,3,0,2,1,3,0,0
Cat,British Shorthair,White,Times Square,2025-12-17,Cat,British Shorthair,White,Queens Plaza,2025-12-26,1,1,3,8,7,1,3,8,4,9
Bird,Lovebird,Mixed,Staten Island,2025-12-31,Bird,Lovebird,Mixed,Times Square,2026-01-06,0,0,13,4,6,0,13,4,7,6
Dog,Rottweiler,Mixed,Central Park,2025-12-20,Bird,Cockatiel,Gray,Brooklyn Bridge,2025-12-28,0,2,20,4,2,0,7,3,1,8
Bird,Parrot,Mixed,Brooklyn Bridge,2025-12-17,Bird,Parrot,Mixed,Queens Plaza,2025-12-17,1,0,16,4,1,0,16,4,4,0
Bird,Conure,White,Queens Plaza,2025-12-17,Bird,Conure,White,Queens Plaza,2025-12-22,1,0,8,8,4,0,8,8,4,5
Dog,Rottweiler,Striped,Staten Island,2025-12-28,Cat,Ragdoll,Orange,Central Park,2025-12-31,0,2,20,7,6,1,19,5,2,3
Cat,Bengal,Gray,Queens Plaza,2025-12-06,Cat,Russian Blue,Orange,Manhattan,2025-12-13,0,1,2,3,4,1,21,5,3,7
Dog,Yorkshire Terrier,Golden,Riverside Park,2025-12-11,Bird,Cockatiel,Orange,Staten Island,2025-12-14,0,2,23,2,5,0,7,5,6,3
Dog,Beagle,Striped,Bronx Zoo,2025-12-13,Cat,Bengal,Striped,Brooklyn Bridge,2025-12-15,0,2,1,7,0,1,2,7,1,2
Dog,Labrador,Orange,Queens Plaza,2025-12-25,Dog,Labrador,Orange,Queens Plaza,2026-01-02,1,2,12,5,4,2,12,5,4,8
Dog,Labrador,Brown,Brooklyn Bridge,2025-12-25,Dog,Labrador,Brown,Brooklyn Bridge,2026-01-02,1,2,12,1,1,2,12,1,1,8
Dog,Labrador,Gray,Times Square,2025-12-28,Bird,Parrot,Brown,Brooklyn Bridge,2025-12-30,0,2,12,3,7,0,16,1,1,2
Cat,Bengal,Striped,Times Square,2025-12-13,Cat,Persian,Orange,Brooklyn Bridge,2025-12-19,0,1,2,7,7,1,17,5,1,6
Bird,Macaw,Brown,Riverside Park,2025-12-13,Bird,Macaw,Brown,Riverside Park,2025-12-21,1,0,14,1,5,0,14,1,5,8
Bird,Lovebird,Mixed,Bronx Zoo,2025-12-19,Dog,Labrador,Gray,Bronx Zoo,2025-12-25,0,0,13,4,0,2,12,3,0,6
Cat,Abyssinian,Black,Staten Island,2025-12-18,Cat,Persian,White,Bronx Zoo,2025-12-23,0,1,0,0,6,1,17,8,0,5
Cat,Persian,Orange,Staten Island,2025-12-15,Cat,Persian,Orange,Staten Island,2025-12-21,1,1,17,5,6,1,17,5,6,6
Dog,Yorkshire Terrier,Striped,Manhattan,2025-12-13,Cat,Russian Blue,Spotted,Manhattan,2025-12-14,0,2,23,7,3,1,21,6,3,1
Cat,Ragdoll,Orange,Central Park,2025-12-04,Bird,Cockatiel,Black,Staten Island,2025-12-06,0,1,19,5,2,0,7,0,6,2
Cat,Siamese,Brown,Brooklyn Bridge,2025-12-03,Bird,Finch,Mixed,Queens Plaza,2025-12-03,0,1,22,1,1,0,9,4,4,0
Dog,Yorkshire Terrier,White,Brooklyn Bridge,2025-12-11,Dog,Yorkshire Terrier,White,Staten Island,2025-12-15,1,2,23,8,1,2,23,8,6,4
Cat,Siamese,Striped,Brooklyn Bridge,2025-12-11,Bird,Canary,Orange,Queens Plaza,2025-12-18,0,1,22,7,1,0,6,5,4,7
Dog,Golden Retriever,Golden,Central Park,2025-12-14,Dog,Bulldog,Brown,Central Park,2025-12-24,0,2,11,2,2,2,5,1,2,10
Dog,German Shepherd,Golden,Manhattan,2025-12-12,Bird,Canary,Striped,Staten Island,2025-12-15,0,2,10,2,3,0,6,7,6,3
Bird,Finch,Golden,Brooklyn Bridge,2025-12-07,Bird,Conure,Striped,Manhattan,2025-12-13,0,0,9,2,1,0,8,7,3,6
Dog,Poodle,Gray,Brooklyn Bridge,2025-12-17,Dog,Poodle,Gray,Central Park,2025-12-23,1,2,18,3,1,2,18,3,2,6
Cat,Persian,White,Staten Island,2025-12-03,Cat,Persian,White,Staten Island,2025-12-10,1,1,17,8,6,1,17,8,6,7
Bird,Macaw,Brown,Riverside Park,2025-12-15,Cat,Persian,Gray,Times Square,2025-12-19,0,0,14,1,5,1,17,3,7,4
Dog,Bulldog,Striped,Manhattan,2025-12-27,Bird,Macaw,Black,Brooklyn Bridge,2026-01-03,0,2,5,7,3,0,14,0,1,7
Bird,Canary,White,Bronx Zoo,2025-12-20,Dog,Rottweiler,Mixed,Times Square,2025-12-25,0,0,6,8,0,2,20,4,7,5
Cat,Maine Coon,Black,Central Park,2025-12-13,Cat,Maine Coon,Black,Central Park,2025-12-20,1,1,15,0,2,1,15,0,2,7
Bird,Canary,Spotted,Bronx Zoo,2025-12-23,Bird,Canary,Spotted,Central Park,2025-12-31,1,0,6,6,0,0,6,6,2,8
Dog,Poodle,Black,Queens Plaza,2025-12-09,Dog,Bulldog,Golden,Staten Island,2025-12-10,0,2,18,0,4,2,5,2,6,1
Dog,Labrador,Orange,Queens Plaza,2025-12-27,Dog,German Shepherd,Gray,Bronx Zoo,2026-01-01,0,2,12,5,4,2,10,3,0,5
Cat,Maine Coon,Golden,Staten Island,2025-12-08,Cat,Ragdoll,White,Bronx Zoo,2025-12-13,0,1,15,2,6,1,19,8,0,5
Cat,Bengal,White,Queens Plaza,2025-12-14,Dog,Poodle,Black,Times Square,2025-12-22,0,1,2,8,4,2,18,0,7,8
Bird,Canary,Brown,Bronx Zoo,2025-12-10,Dog,Rottweiler,Striped,Queens Plaza,2025-12-13,0,0,6,1,0,2,20,7,4,3
Cat,Abyssinian,Brown,Central Park,2025-12-28,Cat,Abyssinian,Brown,Central Park,2026-01-04,1,1,0,1,2,1,0,1,2,7
Cat,Bengal,White,Manhattan,2025-12-14,Cat,Russian Blue,Striped,Riverside Park,2025-12-21,0,1,2,8,3,1,21,7,5,7
Cat,Abyssinian,Mixed,Central Park,2025-12-02,Cat,Abyssinian,Brown,Staten Island,2025-12-11,0,1,0,4,2,1,0,1,6,9
Bird,Lovebird,Golden,Manhattan,2025-12-11,Dog,Bulldog,Gray,Brooklyn Bridge,2025-12-12,0,0,13,2,3,2,5,3,1,1
Cat,Russian Blue,Black,Manhattan,2025-12-31,Cat,Russian Blue,Gray,Manhattan,2026-01-10,1,1,21,0,3,1,21,3,3,10
Cat,Siamese,Brown,Times Square,2025-12-12,Cat,Siamese,Brown,Times Square,2025-12-18,1,1,22,1,7,1,22,1,7,6
Bird,Canary,Gray,Riverside Park,2025-12-08,Bird,Canary,Gray,Riverside Park,2025-12-13,1,0,6,3,5,0,6,3,5,5
Cat,Maine Coon,White,Brooklyn Bridge,2025-12-12,Cat,Ragdoll,Brown,Queens Plaza,2025-12-20,0,1,15,8,1,1,19,1,4,8
Bird,Budgie,Brown,Queens Plaza,2025-12-29,Bird,Budgie,Brown,Staten Island,2026-01-06,1,0,4,1,4,0,4,1,6,8
Bird,Parrot,White,Staten Island,2025-12-23,Cat,Bengal,Orange,Central Park,2025-12-24,0,0,16,8,6,1,2,5,2,1
Cat,Ragdoll,Spotted,Manhattan,2025-12-24,Cat,Siamese,Gray,Queens Plaza,2025-12-31,0,1,19,6,3,1,22,3,4,7
Bird,Canary,Brown,Brooklyn Bridge,2025-12-31,Bird,Parrot,White,Brooklyn Bridge,2026-01-09,0,0,6,1,1,0,16,8,1,9
Bird,Lovebird,Golden,Manhattan,2025-12-02,Bird,Lovebird,Golden,Manhattan,2025-12-04,1,0,13,2,3,0,13,2,3,2
Dog,Bulldog,White,Bronx Zoo,2025-12-17,Bird,Conure,Orange,Brooklyn Bridge,2025-12-27,0,2,5,8,0,0,8,5,1,10
Bird,Conure,Golden,Riverside Park,2025-12-27,Bird,Parrot,Orange,Times Square,2026-01-05,0,0,8,2,5,0,16,5,7,9
Bird,Canary,Brown,Staten Island,2025-12-21,Dog,Poodle,Black,Central Park,2025-12-25,0,0,6,1,6,2,18,0,2,4
Dog,Labrador,Brown,Times Square,2025-12-27,Dog,Rottweiler,Striped,Bronx Zoo,2026-01-04,0,2,12,1,7,2,20,7,0,8
Bird,Finch,Gray,Staten Island,2025-12-05,Bird,Finch,White,Staten Island,2025-12-07,0,0,9,3,6,0,9,8,6,2
Dog,German Shepherd,Mixed,Queens Plaza,2025-12-09,Cat,Bengal,Gray,Brooklyn Bridge,2025-12-12,0,2,10,4,4,1,2,3,1,3
Dog,Poodle,Orange,Brooklyn Bridge,2025-12-26,Dog,Rottweiler,Orange,Brooklyn Bridge,2025-12-31,1,2,18,5,1,2,20,5,1,5
Dog,Bulldog,Striped,Central Park,2025-12-21,Dog,Poodle,Striped,Bronx Zoo,2025-12-29,0,2,5,7,2,2,18,7,0,8
Dog,Poodle,Brown,Bronx Zoo,2025-12-10,Bird,Parrot,Gray,Manhattan,2025-12-13,0,2,18,1,0,0,16,3,3,3
Cat,Ragdoll,Golden,Queens Plaza,2025-12-26,Bird,Cockatiel,Gray,Riverside Park,2025-12-29,0,1,19,2,4,0,7,3,5,3
Cat,Russian Blue,Orange,Central Park,2025-12-15,Bird,Budgie,White,Central Park,2025-12-25,0,1,21,5,2,0,4,8,2,10
Bird,Macaw,Black,Queens Plaza,2025-12-10,Cat,Ragdoll,Golden,Queens Plaza,2025-12-16,0,0,14,0,4,1,19,2,4,6
Cat,Abyssinian,Mixed,Manhattan,2025-12-21,Cat,British Shorthair,Mixed,Riverside Park,2025-12-27,0,1,0,4,3,1,3,4,5,6
Dog,Beagle,Mixed,Bronx Zoo,2025-12-11,Bird,Macaw,Gray,Times Square,2025-12-11,0,2,1,4,0,0,14,3,7,0
Cat,Abyssinian,Gray,Brooklyn Bridge,2025-12-10,Dog,Golden Retriever,Mixed,Central Park,2025-12-20,0,1,0,3,1,2,11,4,2,10
Cat,Abyssinian,Golden,Staten Island,2025-12-08,Cat,Abyssinian,Golden,Manhattan,2025-12-17,1,1,0,2,6,1,0,2,3,9
Bird,Parrot,Striped,Riverside Park,2025-12-06,Bird,Parrot,Striped,Riverside Park,2025-12-11,1,0,16,7,5,0,16,7,5,5
Cat,Siamese,Gray,Times Square,2025-12-26,Cat,Siamese,Gray,Times Square,2025-12-26,1,1,22,3,7,1,22,3,7,0
Bird,Cockatiel,Orange,Brooklyn Bridge,2025-12-20,Dog,Yorkshire Terrier,Striped,Manhattan,2025-12-28,0,0,7,5,1,2,23,7,3,8
Cat,Maine Coon,Brown,Central Park,2025-12-31,Dog,Rottweiler,Orange,Brooklyn Bridge,2026-01-05,0,1,15,1,2,2,20,5,1,5
Bird,Macaw,Striped,Riverside Park,2025-12-31,Cat,Russian Blue,Striped,Central Park,2026-01-10,0,0,14,7,5,1,21,7,2,10
Cat,Abyssinian,Mixed,Bronx Zoo,2025-12-28,Cat,Abyssinian,Striped,Times Square,2026-01-03,1,1,0,4,0,1,0,7,7,6
Cat,Bengal,Golden,Central Park,2025-12-25,Cat,Bengal,Golden,Central Park,2026-01-01,1,1,2,2,2,1,2,2,2,7
Cat,Russian Blue,Striped,Manhattan,2025-12-03,Cat,Russian Blue,Striped,Queens Plaza,2025-12-06,1,1,21,7,3,1,21,7,4,3
Cat,Persian,White,Central Park,2025-12-06,Dog,Beagle,Mixed,Queens Plaza,2025-12-14,0,1,17,8,2,2,1,4,4,8
Cat,Russian Blue,Gray,Times Square,2025-12-26,Dog,Yorkshire Terrier,Brown,Riverside Park,2026-01-02,0,1,21,3,7,2,23,1,5,7
Dog,Beagle,Gray,Bronx Zoo,2025-12-18,Cat,Persian,Black,Brooklyn Bridge,2025-12-24,0,2,1,3,0,1,17,0,1,6
Bird,Canary,Black,Central Park,2025-12-04,Dog,Poodle,Brown,Riverside Park,2025-12-14,0,0,6,0,2,2,18,1,5,10
Dog,Labrador,Black,Queens Plaza,2025-12-30,Dog,Labrador,Black,Queens Plaza,2026-01-01,1,2,12,0,4,2,12,0,4,2
Cat,Maine Coon,White,Staten Island,2025-12-30,Dog,Beagle,Spotted,Central Park,2026-01-07,0,1,15,8,6,2,1,6,2,8
Dog,Labrador,Striped,Bronx Zoo,2025-12-30,Dog,German Shepherd,Gray,Staten Island,2026-01-05,0,2,12,7,0,2,10,3,6,6
Bird,Conure,Spotted,Queens Plaza,2025-12-14,Cat,Ragdoll,Brown,Brooklyn Bridge,2025-12-19,0,0,8,6,4,1,19,1,1,5
Bird,Lovebird,Striped,Riverside Park,2025-12-02,Bird,Macaw,Orange,Manhattan,2025-12-08,0,0,13,7,5,0,14,5,3,6
Bird,Finch,Orange,Bronx Zoo,2025-12-27,Bird,Canary,Golden,Queens Plaza,2026-01-01,0,0,9,5,0,0,6,2,4,5
Dog,Golden Retriever,Gray,Manhattan,2025-12-15,Bird,Finch,Striped,Queens Plaza,2025-12-23,0,2,11,3,3,0,9,7,4,8
Bird,Macaw,Golden,Riverside Park,2025-12-19,Bird,Macaw,Golden,Riverside Park,2025-12-27,1,0,14,2,5,0,14,2,5,8
